bandwidth,data_precision,compute_pipeline,Array_i,Array_j,sram_size,M,K,N,m,k,n,dataflow,loops,m_loop_times,k_loop_times,n_loop_times,cmd,ret_code,cycle,computation_cycle,communication_cycle,communication_A_cycle,communication_B_cycle,communication_C_cycle,communication_Y_cycle,PE_utility,throughput,communication_off_chip,communication_on_chip,communication_interval,communication_internal,energy_cost_communication,energy_cost_computation
128,8,1,32,32,8192,256,256,256,32,32,32,ws,nkm,8,8,8,python ./os/nkm/start_repeat.py,0,45879,16448,12792,4096,512,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,ws,nmk,8,8,8,python ./os/nmk/start_repeat.py,0,42791,16448,9208,4096,4096,512,504,0.3828842513612676,392.073473393938,1179648,2097152,49774592,50331648,298844160,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,ws,kmn,8,8,8,python ./os/kmn/start_repeat.py,0,45879,16448,12792,512,4096,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,ws,knm,8,8,8,python ./os/knm/start_repeat.py,0,45879,16448,12792,4096,512,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,ws,mnk,8,8,8,python ./os/mnk/start_repeat.py,0,42791,16448,9208,4096,4096,512,504,0.3828842513612676,392.073473393938,1179648,2097152,49774592,50331648,298844160,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,ws,mkn,8,8,8,python ./os/mkn/start_repeat.py,0,45879,16448,12792,512,4096,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,nkm,8,8,8,python ./os/nkm/start_repeat.py,0,45879,16448,12792,4096,512,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,nmk,8,8,8,python ./os/nmk/start_repeat.py,0,42791,16448,9208,4096,4096,512,504,0.3828842513612676,392.073473393938,1179648,2097152,49774592,50331648,298844160,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,kmn,8,8,8,python ./os/kmn/start_repeat.py,0,45879,16448,12792,512,4096,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,knm,8,8,8,python ./os/knm/start_repeat.py,0,45879,16448,12792,4096,512,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,mnk,8,8,8,python ./os/mnk/start_repeat.py,0,42791,16448,9208,4096,4096,512,504,0.3828842513612676,392.073473393938,1179648,2097152,49774592,50331648,298844160,16777216
128,8,1,32,32,8192,256,256,256,32,32,32,os,mkn,8,8,8,python ./os/mkn/start_repeat.py,0,45879,16448,12792,512,4096,4096,4088,0.35711327622659605,365.68399485603436,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,nkm,8,8,4,python ./os/nkm/start_repeat.py,0,33144,16448,10752,2048,512,4096,4096,0.4943277818006276,506.19164856384265,1376256,2097152,49774592,50331648,338165760,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,nmk,8,8,4,python ./os/nmk/start_repeat.py,0,33144,16448,7168,2048,4096,512,512,0.4943277818006276,506.19164856384265,917504,2097152,49774592,50331648,246415360,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,kmn,8,8,4,python ./os/kmn/start_repeat.py,0,33144,16448,12800,512,4096,4096,4096,0.4943277818006276,506.19164856384265,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,knm,8,8,4,python ./os/knm/start_repeat.py,0,33144,16448,10752,2048,512,4096,4096,0.4943277818006276,506.19164856384265,1376256,2097152,49774592,50331648,338165760,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,mnk,8,8,4,python ./os/mnk/start_repeat.py,0,33144,16448,7168,2048,4096,512,512,0.4943277818006276,506.19164856384265,917504,2097152,49774592,50331648,246415360,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,ws,mkn,8,8,4,python ./os/mkn/start_repeat.py,0,33144,16448,12800,512,4096,4096,4096,0.4943277818006276,506.19164856384265,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,nkm,8,8,4,python ./os/nkm/start_repeat.py,0,33144,16448,10752,2048,512,4096,4096,0.4943277818006276,506.19164856384265,1376256,2097152,49774592,50331648,338165760,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,nmk,8,8,4,python ./os/nmk/start_repeat.py,0,33144,16448,7168,2048,4096,512,512,0.4943277818006276,506.19164856384265,917504,2097152,49774592,50331648,246415360,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,kmn,8,8,4,python ./os/kmn/start_repeat.py,0,33144,16448,12800,512,4096,4096,4096,0.4943277818006276,506.19164856384265,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,knm,8,8,4,python ./os/knm/start_repeat.py,0,33144,16448,10752,2048,512,4096,4096,0.4943277818006276,506.19164856384265,1376256,2097152,49774592,50331648,338165760,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,mnk,8,8,4,python ./os/mnk/start_repeat.py,0,33144,16448,7168,2048,4096,512,512,0.4943277818006276,506.19164856384265,917504,2097152,49774592,50331648,246415360,16777216
128,8,1,32,32,8192,256,256,256,32,32,64,os,mkn,8,8,4,python ./os/mkn/start_repeat.py,0,33144,16448,12800,512,4096,4096,4096,0.4943277818006276,506.19164856384265,1638400,2097152,49774592,50331648,390594560,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,nkm,8,8,2,python ./os/nkm/start_repeat.py,0,33192,16448,9728,1024,512,4096,4096,0.4936129187756086,505.4596288262232,1245184,2097152,49774592,50331648,311951360,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,nmk,8,8,2,python ./os/nmk/start_repeat.py,0,33192,16448,6144,1024,4096,512,512,0.4936129187756086,505.4596288262232,786432,2097152,49774592,50331648,220200960,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,kmn,8,8,2,python ./os/kmn/start_repeat.py,0,33192,16448,9216,512,512,4096,4096,0.4936129187756086,505.4596288262232,1179648,2097152,49774592,50331648,298844160,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,knm,8,8,2,python ./os/knm/start_repeat.py,0,33192,16448,9728,1024,512,4096,4096,0.4936129187756086,505.4596288262232,1245184,2097152,49774592,50331648,311951360,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,mnk,8,8,2,python ./os/mnk/start_repeat.py,0,33192,16448,6144,1024,4096,512,512,0.4936129187756086,505.4596288262232,786432,2097152,49774592,50331648,220200960,16777216
128,8,1,32,32,8192,256,256,256,32,32,128,ws,mkn,8,8,2,python ./os/mkn/start_repeat.py,0,33192,16448,5632,512,4096,512,512,0.4936129187756086,505.4596288262232,720896,2097152,49774592,50331648,207093760,16777216
