bandwidth,data_precision,compute_pipeline,Array_i,Array_j,sram_size,M,K,N,m,k,n,dataflow,loops,m_loop_times,k_loop_times,n_loop_times,cmd,ret_code,cycle,computation_cycle,communication_cycle,communication_A_cycle,communication_B_cycle,communication_C_cycle,communication_Y_cycle,PE_utility,throughput,communication_off_chip,communication_on_chip,communication_interval,communication_internal,energy_cost_communication,energy_cost_computation
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,nkm,16,16,16,python ./os/nkm/start_repeat.py,0,1579390,524544,802752,262144,16384,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,nmk,16,16,16,python ./os/nmk/start_repeat.py,0,1349824,524544,556992,262144,262144,16384,16320,0.38841211891328054,6363.744156275188,142606336,268435456,25701646336,25769803776,55901683712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,kmn,16,16,16,python ./os/kmn/start_repeat.py,0,1579390,524544,802752,16384,262144,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,knm,16,16,16,python ./os/knm/start_repeat.py,0,1579390,524544,802752,262144,16384,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,mnk,16,16,16,python ./os/mnk/start_repeat.py,0,1349824,524544,556992,262144,262144,16384,16320,0.38841211891328054,6363.744156275188,142606336,268435456,25701646336,25769803776,55901683712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,ws,mkn,16,16,16,python ./os/mkn/start_repeat.py,0,1579390,524544,802752,16384,262144,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,nkm,16,16,16,python ./os/nkm/start_repeat.py,0,1579390,524544,802752,262144,16384,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,nmk,16,16,16,python ./os/nmk/start_repeat.py,0,1349824,524544,556992,262144,262144,16384,16320,0.38841211891328054,6363.744156275188,142606336,268435456,25701646336,25769803776,55901683712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,kmn,16,16,16,python ./os/kmn/start_repeat.py,0,1579390,524544,802752,16384,262144,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,knm,16,16,16,python ./os/knm/start_repeat.py,0,1579390,524544,802752,262144,16384,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,mnk,16,16,16,python ./os/mnk/start_repeat.py,0,1349824,524544,556992,262144,262144,16384,16320,0.38841211891328054,6363.744156275188,142606336,268435456,25701646336,25769803776,55901683712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,128,os,mkn,16,16,16,python ./os/mkn/start_repeat.py,0,1579390,524544,802752,16384,262144,262144,262080,0.33195600833233085,5438.767240516909,205520896,268435456,25701646336,25769803776,68484595712,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,256,ws,nkm,16,16,8,python ./os/nkm/start_repeat.py,0,1060352,524544,671743,131072,16384,262144,262143,0.4944471269917914,8101.02172863351,171966464,268435456,25701646336,25769803776,61773709312,8589934592
256,8,1,128,128,524288,2048,2048,2048,128,128,256,ws,nmk,16,16,8,python ./os/nmk/start_repeat.py,0,1051454,524544,425983,131072,262144,16384,16383,0.49863141896839996,8169.577168378265,109051904,268435456,25701646336,25769803776,49190797312,8589934592
